,ID,Edad,FieRanking,Nacionalidad,Mano,Arma
4,A_Lam-SHIN-10773,32,36, KOREA, Right, Epée 
5,Aaron_Jose-JIMENEZ_ORTIZ-31024,25,9999999, VENEZUELA, Right, Epée 
7,Abbas_Abdulwahid-MOHSIN-24777,23,895, IRAQ, Right, Epée 
8,Abbi-MATTHEWS-12151,29,9999999, GREAT BRITAIN, Right, Epée 
10,Abdelkarim-EL_HAOUARI-31226,25,1060, MOROCCO, Right, Epée 
11,Abdelrahman-ADEL-32718,22,92, EGYPT, Right, Epée 
18,Abdulaziz-ALSHATTI-20382,28,215, KUWAIT, Right, Epée 
21,Abdulbosid-NASIRDINOV-32975,21,362, UZBEKISTAN, Left, Epée 
22,Abdulhadi-ALAJMI-31591,22,9999999, KUWAIT, Right, Epée 
23,Abdulla-ABDULLA-45101,20,9999999, EGYPT, Left, Epée 
27,Abdullah-AL_HAMMADI-26206,24,278, UNITED ARAB EMIRATES, Right, Epée 
28,Abdullah_K-ALDOSSARI-34665,22,9999999, SAUDI ARABIA, Left, Epée 
29,Abdulrahman-AL_HASHEMI-32100,21,9999999, QATAR, Left, Epée 
31,Abdussalam-ABUJTELA-34192,18,194, LIBYA, Left, Epée 
33,Abigail-WATKINS-44161,17,9999999, GREAT BRITAIN, Right, Epée 
37,Abraham_Mohamed_Yacine-FOFANA-43453,20,9999999, COTE D'IVOIRE, Right, Epée 
42,Adam-LARSSON-6214,41,900, SWEDEN, Right, Epée 
43,Adam-MACSKA-37411,18,394, ROMANIA, Left, Epée 
48,Adam-RODNEY-19090,33,240, USA, Right, Epée 
53,Adela-DANCIU-30070,24,342, ROMANIA, Right, Epée 
54,Adele-KAROBLYTE-31110,23,9999999, LITHUANIA, Right, Epée 
60,Adham-AZZEITOUNI-32827,21,9999999, LIBYA, Right, Epée 
62,Adi-GUTMAN-30575,21,9999999, ISRAEL, Left, Epée 
63,Adiact_Samuel-ESPINOZA_SOMOZA-36510,22,9999999, NICARAGUA, Right, Epée 
64,Adilson_Jose_F_-ANTONIO-30964,26,360, ANGOLA, Right, Epée 
68,Adrian-DABIJA-30620,21,256, ROMANIA, Right, Epée 
70,Adrian-GRIFFIN-36362,51,9999999, GREAT BRITAIN, Left, Epée 
73,Adrian-POP-7910,33,9999999, ROMANIA, Right, Epée 
77,Adrian-WAGNER-36456,27,9999999, GERMANY, Right, Epée 
79,Adrian_Ciprian-SZILAGYI-17761,31,717, ROMANIA, Right, Epée 
88,Adrien-RAMIREZ-9614,33,9999999, FRANCE, Right, Epée 
89,Adrien-THEIN_SANDLER-38604,19,9999999, USA, Right, Epée 
90,Adrienn-FELKER-30082,23,9999999, HUNGARY, Right, Epée 
92,Agne-SVELNIENE-9557,30,9999999, LITHUANIA, Right, Epée 
94,Agnese-LUCIFORA-32051,23,712, ITALY, Right, Epée 
96,Agota-BALOT-15645,65,9999999, AUSTRIA, Right, Epée 
97,Agustin_Adolfo-GUSMAN-37605,20,275, ARGENTINA, Right, Epée 
99,Ahmad-ELSOKKARY-32941,21,35, EGYPT, Left, Epée 
102,Ahmad_Abbas_I_-ALHUSSAIN-30942,22,360, SAUDI ARABIA, Right, Epée 
104,Ahmed-ABDELKADER-32458,21,9999999, EGYPT, Right, Epée 
106,Ahmed-ALJNEIBI-37420,21,9999999, UNITED ARAB EMIRATES, Right, Epée 
109,Ahmed-ELSAGHIR-13262,32,385, EGYPT, Right, Epée 
110,Ahmed-ELSAYED-32464,20,49, EGYPT, Right, Epée 
112,Ahmed-ESAHERI-34175,18,191, LIBYA, Right, Epée 
116,Ahmed-NABIL-11513,32,9999999, EGYPT, Left, Epée 
117,Ahmet-AGAYEV-29603,31,783, TURKMENISTAN, Left, Epée 
124,Aidan-CLARKE-22059,30,9999999, IRELAND, Right, Epée 
131,Aimen-HDAGA-32766,27,9999999, LIBYA, Right, Epée 
134,Aissa-BOUCHAHRI-12721,33,9999999, KUWAIT, Right, Epée 
135,Aissam-RAMI-11924,43,399, MOROCCO, Right, Epée 
136,Aizanat-MURTAZAEVA-40510,17,42, RUSSIA, Right, Epée 
137,Ajinkya_Ashok-DUDHARE-18910,28,905, INDIA, Left, Epée 
142,Akira-KOMATA-34396,20,358, JAPAN, Right, Epée 
147,Akseli-HEINAMAA-42076,16,535, FINLAND, Right, Epée 
148,Akvile-KATKOVAITE-31107,22,9999999, LITHUANIA, Right, Epée 
150,Al_Yacine-OURO_AGORO-45980,15,9999999, TOGO, Right, Epée 
151,Al_Zeyadi-ALI_AMAMI-28579,22,9999999, IRAQ, Right, Epée 
155,Alan-FARDZINOV-31152,23,149, RUSSIA, Right, Epée 
156,Alan-KESAEV-45712,19,9999999, RUSSIA, Right, Epée 
157,Alan-TEMIRYAEV-42606,18,9999999, USA, Left, Epée 
164,Alberta-SANTUCCIO-23170,24,29, ITALY, Right, Epée 
165,Alberta-Santuccio-23170,24,29, ITALY, Right, Epée 
167,Alberto-CANDIDA_DE_MATTEO-32274,22,9999999, ITALY, Right, Epée 
173,Alberto-LEONE-32576,23,9999999, ITALY, Right, Epée 
177,Albina-ABDURAHMONOVA-26329,27,183, UZBEKISTAN, Right, Epée 
179,Aldo-SANCHEZ-43530,20,9999999, MEXICO, Right, Epée 
182,Alejandra-CISNEROS-24829,28,157, SPAIN, Right, Epée 
186,Alejandra-TERAN-24660,27,145, MEXICO, Right, Epée 
189,Alejandro-ARCE-39273,18,9999999, PANAMA, Right, Epée 
191,Aleksander-STASZULONEK-26680,25,483, POLAND, Right, Epée 
192,Aleksandra-DVORYANCHIKOVA-31491,43,9999999, FINLAND, Right, Epée 
195,Aleksandra-KOTEVSKI-38181,22,174, AUSTRALIA, Right, Epée 
198,Aleksandra-SZKLAR-31921,23,9999999, POLAND, Right, Epée 
199,Aleksandra-ZAMACHOWSKA-29878,23,50, POLAND, Right, Epée 
200,Aleksey-TISHKO-20124,34,9999999, UZBEKISTAN, Left, Epée 
204,Alen-HADZIC-23320,27,400, USA, Right, Epée 
205,Alena-KOMAROVA-26764,22,89, RUSSIA, Left, Epée 
206,Alessandra-BOZZA-35123,19,317, ITALY, Left, Epée 
211,Alessandra-SEGATTO-37160,19,9999999, ITALY, Right, Epée 
213,Alessandra_Valeri-AICARDI_GONZALEZ-35412,22,209, PANAMA, Right, Epée 
215,Alessandro-CINI-42566,19,9999999, ITALY, Left, Epée 
217,Alessandro-DACCOLTI-36673,28,9999999, ITALY, Right, Epée 
218,Alessandro-DI_BELLA-4466,53,9999999, ITALY, Right, Epée 
219,Alessandro-FIORAMANTI-37069,25,9999999, ITALY, Right, Epée 
221,Alessandro-GUSSONI-32264,22,9999999, ITALY, Right, Epée 
222,Alessandro-MICHON-26553,26,9999999, LEBANON, Right, Epée 
225,Alessandro-TACCANI-21004,26,153, ARGENTINA, Right, Epée 
227,Alessia-PIZZINI-42999,17,9999999, ITALY, Left, Epée 
230,Alessio-PREZIOSI-37066,19,372, ITALY, Right, Epée 
232,Alex-CUCOS-34220,20,9999999, CANADA, Right, Epée 
233,Alex-DUDUC-31900,21,427, SLOVAKIA, Right, Epée 
234,Alex-FAVA-15542,29,11, FRANCE, Right, Epée 
236,Alex-OROIAN-43815,19,610, ROMANIA, Right, Epée 
240,Alexander-ASUAJE_POLANCO-30766,25,9999999, VENEZUELA, Right, Epée 
241,Alexander-BIRO-43327,17,9999999, AUSTRIA, Right, Epée 
242,Alexander-BOGERT-35611,19,9999999, USA, Right, Epée 
243,Alexander-BREMS-28684,21,9999999, DENMARK, Right, Epée 
245,Alexander-CHERNYKH-22103,42,9999999, KYRGYZSTAN, Right, Epée 
248,Alexander-EDWARDS-31722,22,802, GREAT BRITAIN, Right, Epée 
249,Alexander-ENGLISH-38614,18,983, AUSTRALIA, Left, Epée 
251,Alexander-KASATOV-33540,70,9999999, RUSSIA, Right, Epée 
252,Alexander-KORLATH-23572,25,980, AUSTRIA, Right, Epée 
254,Alexander-LAHTINEN-14523,27,9999999, FINLAND, Right, Epée 
258,Alexander-POSNOV-19035,67,9999999, RUSSIA, Right, Epée 
260,Alexander-SELLS-36755,18,9999999, AUSTRALIA, Right, Epée 
263,Alexander-TSINIS-10335,38,175, USA, Left, Epée 
269,Alexander-ZAYTSEV-21506,61,9999999, RUSSIA, Right, Epée 
270,Alexander_S_-EGELUND-20576,25,9999999, DENMARK, Right, Epée 
271,Alexandr-KELLERMAN-32165,22,9999999, KAZAKHSTAN, Right, Epée 
272,Alexandr-SAVIN-40852,18,9999999, KAZAKHSTAN, Right, Epée 
273,Alexandra-AVENA-19136,33,9999999, MEXICO, Right, Epée 
274,Alexandra-BLUM-28111,24,268, SWITZERLAND, Left, Epée 
278,Alexandra-EHLER-28333,23,109, GERMANY, Right, Epée 
281,Alexandra-IONICA_CARSTEA-28108,25,9999999, ROMANIA, Right, Epée 
283,Alexandra-KRALYUK-37143,19,320, KAZAKHSTAN, Left, Epée 
284,Alexandra-LOUIS_MARIE-32174,22,273, FRANCE, Left, Epée 
285,Alexandra-MAGDICH-23167,26,9999999, RUSSIA, Right, Epée 
286,Alexandra-NDOLO-18515,32,53, GERMANY, Left, Epée 
287,Alexandra-NEVERDINOVA-41667,19,9999999, RUSSIA, Right, Epée 
288,Alexandra-POWELL-43672,18,9999999, GREAT BRITAIN, Right, Epée 
289,Alexandra-PREDESCU-32471,19,252, ROMANIA, Left, Epée 
293,Alexandre-BARDENET-17748,28,44, FRANCE, Right, Epée 
294,Alexandre-BLASZYCK-12425,31,341, FRANCE, Right, Epée 
295,Alexandre-BOUZAID-2736,37,64, SENEGAL, Left, Epée 
296,Alexandre-BURGUN-15071,33,200, AUSTRALIA, Right, Epée 
297,Alexandre-CAMARGO-34743,19,98, BRAZIL, Left, Epée 
300,Alexandre-LYSSOV-23399,24,9999999, CANADA, Right, Epée 
301,Alexandre-OBERSON-26332,24,9999999, SWITZERLAND, Right, Epée 
302,Alexandre-PITTET-30549,23,75, SWITZERLAND, Left, Epée 
306,Alexandros-KONTOGIANNIS-3915,33,9999999, GREECE, Right, Epée 
311,Alexanne-VERRET-34218,20,198, CANADA, Right, Epée 
312,Alexei-EFROSININ-30401,23,9999999, ITALY, Right, Epée 
313,Alexey-ARKHIPOV-43034,48,666, RUSSIA, Right, Epée 
317,Alexey-KALININ-23684,26,9999999, RUSSIA, Right, Epée 
320,Alexey-RASSOLOV-35719,21,9999999, RUSSIA, Right, Epée 
321,Alexey-TIKHOMIROV-9989,35,9999999, RUSSIA, Right, Epée 
324,Alexis-BAYARD-27993,22,70, SWITZERLAND, Left, Epée 
327,Alexis-MESSIEN-45866,17,9999999, FRANCE, Left, Epée 
328,Alexis_D__Anna-RUDKOVSKA-23509,27,9999999, CANADA, Right, Epée 
329,Alexzander-RWAMASHONGYE-45473,26,9999999, USA, Right, Epée 
335,Ali-AL_SULAITI-37129,17,928, QATAR, Right, Epée 
341,Ali_Bader-KARAM-36015,21,9999999, KUWAIT, Right, Epée 
342,Ali_Ege-SAY-36790,19,9999999, TURKEY, Right, Epée 
352,Alialjasad-SALMAN-28577,23,9999999, IRAQ, Right, Epée 
353,Alibek-SULEIMENOV-43303,20,9999999, KAZAKHSTAN, Right, Epée 
354,Alice-CARLASSARE-34229,21,9999999, ITALY, Right, Epée 
355,Alice-CASSANO-34361,21,9999999, ITALY, Right, Epée 
357,Alice-CLERICI-29962,22,66, ITALY, Right, Epée 
358,Alice-CONRAD-45384,18,9999999, FRANCE, Right, Epée 
362,Alice-SHECHTMAN-27113,23,9999999, ISRAEL, Right, Epée 
368,Alicja-KLASIK-46099,14,9999999, POLAND, Right, Epée 
372,Alin-MITRICA-13577,31,368, ROMANIA, Right, Epée 
373,Alin-SBARCIA-5707,34,257, ROMANIA, Right, Epée 
374,Alina-BAGAEVA-31147,23,9999999, RUSSIA, Right, Epée 
383,Alireza-SADEGHIAN-27102,22,9999999, IRAN, Right, Epée 
389,Aliya-BAYRAM-36879,19,197, FRANCE, Right, Epée 
393,Aliza-FORMAN-22633,30,9999999, ISRAEL, Right, Epée 
394,Alizha_Nichole-APACIBLE-46236,20,9999999, PHILIPPINES, Left, Epée 
395,Alkim-TASGIN-33944,20,9999999, TURKEY, Right, Epée 
396,Alksandra-JEVREMOVIC-9688,30,9999999, SERBIA, Right, Epée 
398,Alla-GRYSCHYK-31796,20,9999999, UKRAINE, Right, Epée 
399,Alla-KASHAEVA-35104,21,9999999, RUSSIA, Right, Epée 
402,Allison-BLOM-21052,70,9999999, AUSTRALIA, Right, Epée 
405,Allison-LOZANO_MEJIA-40303,21,9999999, COLOMBIA, Left, Epée 
410,Alonso-VARGAS_VARGAS-44215,30,9999999, COSTA RICA, Left, Epée 
413,Alvaro-DONATO-41811,18,9999999, BRAZIL, Right, Epée 
414,Alvaro-GIL_MARTINEZ-31366,21,9999999, SPAIN, Right, Epée 
415,Alvaro-IBANEZ-26736,23,73, SPAIN, Right, Epée 
417,Alvaro-SURANO-30735,22,9999999, SPAIN, Right, Epée 
420,Aly-DEMBELE-40468,20,9999999, MALI, Right, Epée 
422,Alzbeta-NEVOSADOVA-31920,21,493, CZECH REPUBLIC, Right, Epée 
425,Amalia-TATARAN-22214,24,60, ROMANIA, Right, Epée 
426,Amalia-Tataran-22214,24,60, ROMANIA, Right, Epée 
429,Amanda-SIMEAO-25082,24,163, BRAZIL, Right, Epée 
430,Amanda-SIRICO-27922,22,202, USA, Right, Epée 
431,Amandine-ISCHER-23666,24,286, SWITZERLAND, Right, Epée 
432,Amarili-LOURENCO_CARVAJAL-47415,20,457, GERMANY, Right, Epée 
436,Amedeo-NORIS-26820,26,9999999, ITALY, Right, Epée 
437,Amedeo-ZANCANELLA-35810,20,247, ITALY, Left, Epée 
438,Amelia-MCCORMACK-37801,20,9999999, GREAT BRITAIN, Right, Epée 
440,Amelie-AWONG-32178,24,9999999, FRANCE, Right, Epée 
442,Amelie-HANSCHKE-36325,20,9999999, GERMANY, Right, Epée 
453,Amit-PARIZAT-30765,22,9999999, ISRAEL, Left, Epée 
455,Aml-SINCLAIR-32838,21,9999999, GREAT BRITAIN, Right, Epée 
458,Amy-REYNOLDS-23053,24,9999999, AUSTRALIA, Right, Epée 
460,Ana-BIBICHADZE-41823,19,9999999, GEORGIA, Left, Epée 
462,Ana-GALIC-43195,15,461, CROATIA, Right, Epée 
463,Ana-LONDON-7470,33,128, ISRAEL, Right, Epée 
464,Ana-MESIC-32567,20,637, CROATIA, Right, Epée 
465,Ana-SEL-28036,21,357, SERBIA, Right, Epée 
472,Anahi-CACACE-40252,19,9999999, PARAGUAY, Right, Epée 
473,Anais-GON-43050,18,9999999, ITALY, Right, Epée 
475,Analia-FERNANDEZ-34719,20,479, CHILE, Right, Epée 
481,Anastasia-KALONJI-32258,21,9999999, FRANCE, Right, Epée 
482,Anastasia-KORNEEVA-31148,23,261, RUSSIA, Right, Epée 
483,Anastasia-RAMAZZOTTI-28551,23,783, LUXEMBOURG, Right, Epée 
486,Anastasia-SOLDATOVA-37864,19,311, RUSSIA, Left, Epée 
488,Anastasiia-ZELENTSOVA-41119,17,9999999, UKRAINE, Left, Epée 
492,Anastasiya-PANAKHNO-41773,20,9999999, RUSSIA, Right, Epée 
493,Anastassia-JELINEVITS-2601,34,9999999, ESTONIA, Right, Epée 
494,Anastassiya-FUZEYEVA-39082,21,654, KAZAKHSTAN, Right, Epée 
499,Anatolii-HEREY-15354,29,148, UKRAINE, Right, Epée 
501,Anatoliy-HEREY-15354,29,148, UKRAINE, Right, Epée 
505,Anders-GYLLENHOFF-35918,20,540, SWEDEN, Right, Epée 
506,Anders-SVALHEIM-12072,30,9999999, NORWAY, Right, Epée 
507,Andjela-MILICIC-25957,24,428, SERBIA, Right, Epée 
508,Andra-TALEN-37618,19,779, ESTONIA, Right, Epée 
510,Andras-HALMOS-23303,61,9999999, HUNGARY, Right, Epée 
513,Andras-PETERDI-9648,30,110, HUNGARY, Right, Epée 
514,Andras-REDLI-4202,35,58, HUNGARY, Right, Epée 
518,Andre-HOCH-42213,20,380, GERMANY, Left, Epée 
524,Andrea-BAROGLIO-15804,31,9999999, ITALY, Right, Epée 
526,Andrea-BOMBRINI-7631,34,9999999, ITALY, Right, Epée 
532,Andrea-HORVATH-35791,36,9999999, AUSTRALIA, Right, Epée 
534,Andrea-MAJDANDZIC-43193,18,706, CROATIA, Right, Epée 
539,Andrea-POLIDORO-35825,23,9999999, ITALY, Right, Epée 
540,Andrea-RUSSO-32263,24,259, ITALY, Right, Epée 
541,Andrea-SANTARELLI-24055,25,14, ITALY, Right, Epée 
542,Andrea-Santarelli-24055,25,14, ITALY, Right, Epée 
543,Andrea-VALLOSIO-24053,26,182, ITALY, Right, Epée 
544,Andrea-ZAMORANO-32043,22,730, SPAIN, Right, Epée 
546,Andrea_Vittoria-RIZZI-36895,20,9999999, ITALY, Right, Epée 
549,Andreas-KLAVENESS-45559,16,727, NORWAY, Right, Epée 
553,Andrei-DOROSHENKO-23288,60,9999999, LATVIA, Right, Epée 
554,Andrei-EPURESCU-30072,22,9999999, ROMANIA, Right, Epée 
556,Andrei-TIMOCE-16383,29,197, ROMANIA, Right, Epée 
560,Andres-GOMEZ-14581,51,766, SWEDEN, Left, Epée 
565,Andres_Felipe-CAMPOS_ZARATE-19216,35,138, COLOMBIA, Right, Epée 
566,Andres_Felipe-RODRIGUEZ_ULLOA-44181,22,534, COLOMBIA, Left, Epée 
569,Andrew-HOWITT-28819,22,9999999, SOUTH AFRICA, Right, Epée 
575,Andrew-SCHULZ-41831,66,9999999, CANADA, Right, Epée 
582,Andrey-KURGANSKIY-36808,48,9999999, TAJIKISTAN, Right, Epée 
583,Andrey-KUROCHKIN-38586,22,230, RUSSIA, Right, Epée 
588,Andric-PIANFETTI-37664,20,9999999, FRANCE, Right, Epée 
595,Andzej-GEDZO-33086,19,424, ESTONIA, Right, Epée 
597,Anfisa-POCHKALOVA-15351,28,46, UKRAINE, Right, Epée 
598,Angel-FABREGAT-32938,22,145, SPAIN, Right, Epée 
605,Angela-KRIEGER-15615,28,85, SWITZERLAND, Right, Epée 
606,Angela-KUMMICH-21365,64,9999999, GERMANY, Right, Epée 
609,Angela_Maria-TAMAYO_PACHON-44326,20,358, COLOMBIA, Right, Epée 
614,Angelina-BILENKO-29082,23,9999999, TURKMENISTAN, Right, Epée 
615,Angeline-FAVRE-39476,18,260, SWITZERLAND, Right, Epée 
617,Anghella-BRILLA_ARAYA-46482,18,350, COSTA RICA, Right, Epée 
619,Anhelina-HOSHKO-31798,23,9999999, UKRAINE, Right, Epée 
625,Anis_Rohadatul-NIEHLAHRIYATI-43280,19,9999999, INDONESIA, Right, Epée 
626,Anissa-KHELFAOUI-17610,27,550, ALGERIA, Right, Epée 
627,Anita-BLAZE-16054,27,56, FRANCE, Right, Epée 
628,Anita-KUHN-43226,75,9999999, SWITZERLAND, Right, Epée 
630,Aniya-IAKOVLEVA-23426,67,9999999, RUSSIA, Right, Epée 
631,Anja-SCHUENKE-3544,33,9999999, GERMANY, Left, Epée 
637,Anna-COUFALOVA-37479,18,572, CZECH REPUBLIC, Left, Epée 
638,Anna-DERKACH-33734,21,737, UKRAINE, Left, Epée 
640,Anna-HEINAMAA-35787,57,471, FINLAND, Right, Epée 
641,Anna-HORNISCHER-32167,22,204, GERMANY, Left, Epée 
643,Anna-JONAS-32230,22,323, GERMANY, Right, Epée 
644,Anna-KICA-39135,25,517, POLAND, Right, Epée 
647,Anna-KUN-31836,23,69, HUNGARY, Right, Epée 
648,Anna-Kun-31836,23,69, HUNGARY, Right, Epée 
653,Anna-MROSZCZAK-31958,21,74, POLAND, Right, Epée 
654,Anna-POLIS-21624,29,282, POLAND, Right, Epée 
656,Anna-SALMINEN-25895,23,160, FINLAND, Right, Epée 
657,Anna-SIVKOVA-5840,36,9999999, RUSSIA, Right, Epée 
660,Anna-SPATENKOVA-37508,19,604, CZECH REPUBLIC, Right, Epée 
663,Anna-Sivkova-5840,36,9999999, RUSSIA, Right, Epée 
668,Anna-VAN_BRUMMEN-26304,24,211, USA, Right, Epée 
670,Anna-VUORINEN-34282,20,420, FINLAND, Right, Epée 
671,Anna-ZAKHAROVA-22145,47,9999999, RUSSIA, Right, Epée 
673,Anna_Kiel-STEENSEN-14372,31,9999999, DENMARK, Right, Epée 
674,Anna_Lea-ULM-29996,25,9999999, GERMANY, Right, Epée 
680,Annalise-MION-7606,49,9999999, IRELAND, Right, Epée 
681,Anne-CEBULA-44913,20,9999999, USA, Right, Epée 
683,Anne-DEVEREAUX-28539,23,193, AUSTRALIA, Right, Epée 
689,Anne-VERSCHRAEGE-43727,64,9999999, BELGIUM, Right, Epée 
692,Anne_Marie-DORVAL-46441,22,365, CANADA, Right, Epée 
693,Anne_Marie-RICHTER-3770,78,9999999, GERMANY, Right, Epée 
695,Anne_Marit-MORVIK-20367,28,9999999, NORWAY, Right, Epée 
696,Anne_Sofie_Skaarup-JENSEN-34785,18,9999999, DENMARK, Right, Epée 
700,Anni-VORNANEN-43036,27,416, FINLAND, Right, Epée 
701,Annick-MARTIN-8872,66,9999999, FRANCE, Right, Epée 
705,Anqi-XU-21110,26,9999999, CHINA, Right, Epée 
710,Antoine-EL_CHOUEIRY-32337,19,9999999, LEBANON, Right, Epée 
713,Anton-AVDEEV-9991,32,9999999, RUSSIA, Left, Epée 
716,Anton-GLEBKO-17758,29,224, RUSSIA, Right, Epée 
717,Anton-Glebko-17758,29,224, RUSSIA, Right, Epée 
718,Anton-KIMFORS-30776,22,9999999, SWEDEN, Right, Epée 
721,Anton-PISKOVATSKOV-36494,22,9999999, USA, Right, Epée 
722,Anton-RAEDER-33437,19,770, NORWAY, Left, Epée 
725,Antonella-FIORDELISI-39542,20,9999999, ITALY, Right, Epée 
726,Antonella-GERVASINI-27679,60,9999999, ITALY, Right, Epée 
728,Antoni_Manel-CARLES-32537,21,9999999, SPAIN, Right, Epée 
736,Antti-KERMINEN-2656,43,678, FINLAND, Left, Epée 
737,Anu-HARK-26400,25,329, ESTONIA, Right, Epée 
738,Anzelika-FEDORUK-32543,23,9999999, ESTONIA, Left, Epée 
739,Anzhelika-KHUGAEVA-38611,20,9999999, RUSSIA, Right, Epée 
740,Aphiwe-TUKU-32964,23,110, SOUTH AFRICA, Left, Epée 
755,Ariana-MANGANO-41636,17,9999999, USA, Right, Epée 
758,Ariane-LEONARD-42376,17,9999999, CANADA, Right, Epée 
761,Arianna_Maria-POMETTI-33847,22,9999999, ITALY, Right, Epée 
762,Arianne-MOSER-38583,53,9999999, SWITZERLAND, Right, Epée 
763,Ariel-DRIZIN-28784,23,9999999, ISRAEL, Right, Epée 
764,Ariel-SIMMONS-32320,22,245, USA, Right, Epée 
766,Ariel-VINNICKY-24955,23,458, ISRAEL, Right, Epée 
769,Arina-SKOLYSHEVA-31146,22,9999999, RUSSIA, Left, Epée 
773,Arnas-SALOKAS-36639,20,491, LITHUANIA, Right, Epée 
774,Arnaud-AVAERT-32780,39,414, BELGIUM, Right, Epée 
778,Arnold-MESSING-17027,73,9999999, USA, Right, Epée 
780,Arsenelle-BABELA-38675,27,9999999, CONGO, Right, Epée 
783,Artem-SARKISOV-45135,61,9999999, GEORGIA, Right, Epée 
786,Arthur-GROSSE-42004,17,416, NORWAY, Right, Epée 
787,Arthur-LANIGAN_OKEEFFE-28453,27,503, IRELAND, Right, Epée 
788,Arthur-PHILIPPE-39358,19,295, FRANCE, Left, Epée 
789,Arthur-PINILLA-30996,23,352, COLOMBIA, Right, Epée 
794,Artur-FISCHER-40916,18,9999999, GERMANY, Left, Epée 
795,Artur-TOLASOV-46894,16,9999999, RUSSIA, Left, Epée 
797,Arturo_Isaac-DORATI_AMEGLIO-27489,32,114, PANAMA, Left, Epée 
800,Asa-LINDE-29653,21,107, SWEDEN, Right, Epée 
803,Ashrf-BIN_BARKHA-44350,31,9999999, LIBYA, Right, Epée 
807,Aslihan-KAYABAS-23816,27,9999999, TURKEY, Right, Epée 
809,Assel-ALIBEKOVA-24601,27,154, KAZAKHSTAN, Right, Epée 
817,Atalante_Athina-ROSSOLIMOS-41561,46,9999999, GREECE, Right, Epée 
822,Athos-SCHWANTES-8609,33,125, BRAZIL, Right, Epée 
829,Attila-RAB-13365,57,9999999, HUNGARY, Right, Epée 
830,Aube-VANDINGENEN-43732,17,9999999, BELGIUM, Right, Epée 
832,Audrey-YUN-28089,23,9999999, USA, Left, Epée 
833,Augusta-SPANGER_RIES-31631,21,9999999, DENMARK, Right, Epée 
834,Augusta-SPANGER_RIIS-31631,21,9999999, DENMARK, Right, Epée 
837,Aurelien-RAULO-43006,18,9999999, FRANCE, Right, Epée 
838,Auriane-MALLO-25031,25,26, FRANCE, Left, Epée 
841,Aurora_Yingchun-VILLACELLINO-10250,34,366, SINGAPORE, Right, Epée 
842,Aurore-FAVRE-37134,19,277, SWITZERLAND, Left, Epée 
844,Avery-LOUIS-43671,17,9999999, GREAT BRITAIN, Right, Epée 
845,Avital-MARINUK-20699,26,9999999, ISRAEL, Right, Epée 
846,Avital-Marinuk-20699,26,9999999, ISRAEL, Right, Epée 
849,Axel-MALLO-38693,20,9999999, FRANCE, Right, Epée 
850,Axel-MATTSSON-42390,20,391, SWEDEN, Right, Epée 
852,Axel-VEKEMANS-38000,28,9999999, AUSTRALIA, Right, Epée 
854,Axelle-WASIAK-43731,17,9999999, BELGIUM, Right, Epée 
855,Aya-MEDANY-44375,30,35, EGYPT, Right, Epée 
856,Ayah-MAHDY-26855,23,71, EGYPT, Right, Epée 
858,Ayaka-SHIMOOKAWA-24476,30,33, JAPAN, Left, Epée 
859,Ayako-MITSUI-44814,51,9999999, JAPAN, Right, Epée 
860,Aybuke-OZTURKMEN-29336,22,746, TURKEY, Right, Epée 
863,Aydin-KAHRAMAN-31258,50,9999999, TURKEY, Right, Epée 
864,Ayelet-SHALIT-32750,20,439, ISRAEL, Right, Epée 
867,Ayman-FAYEZ-13354,27,441, EGYPT, Right, Epée 
870,Aymerick-GALLY-38938,21,158, FRANCE, Right, Epée 
872,Ayse_Mirac-GICI-36780,19,9999999, TURKEY, Right, Epée 
876,Ayumu-SAITO-32525,22,460, JAPAN, Left, Epée 
877,Azaline-DUNLAP_SMITH-31757,23,347, USA, Right, Epée 
882,B%C3%BCsra-GURBUZ-33950,23,9999999, TURKEY, Right, Epée 
884,BALAGANSKAYA-Ulyana-28698,25,87, KAZAKHSTAN, Right, Epée 
888,BEZHURA-Dzhoan_Feybi-21484,27,39, UKRAINE, Right, Epée 
890,BRUNNER-Pauline-26244,24,58, SWITZERLAND, Left, Epée 
891,BUECH-Kim_Jasmin-29773,23,288, SWITZERLAND, Left, Epée 
896,Badr_Mohammad-ALAJMI-36018,19,1055, KUWAIT, Right, Epée 
898,Bagdagul-TUNCAN-40114,20,9999999, TURKEY, Right, Epée 
902,Balazs-DUDAS-34618,21,9999999, HUNGARY, Left, Epée 
903,Balazs-HAMAR-28313,23,9999999, HUNGARY, Left, Epée 
906,Balint-BAKOS-33863,21,921, HUNGARY, Left, Epée 
907,Balint-CZIRAKI-40194,20,954, HUNGARY, Right, Epée 
908,Balint-KISS-34343,23,9999999, HUNGARY, Left, Epée 
911,Balqis-ALQUDAH-29155,20,506, JORDAN, Right, Epée 
914,Bang_You-LEE-42686,22,9999999, CHINESE TAIPEI, Left, Epée 
919,Barbara-BRYCH-35861,18,782, POLAND, Right, Epée 
922,Barbara-RUTZ-30104,23,44, POLAND, Left, Epée 
923,Barbara-SZOMBATH-42217,24,352, HUNGARY, Right, Epée 
924,Barbara-VANBENTHUYSEN-37601,20,9999999, USA, Right, Epée 
925,Barbara-WAINER-18164,31,9999999, FRANCE, Right, Epée 
931,Bartlomiej-MANCEWICZ-32687,19,219, SWEDEN, Right, Epée 
